,0
1199,D0028-LAI2
1200,D0028-LAI3
1201,D0028-LAI4
1202,D0028-LAI5
1203,D0028-LAI6
1204,D0028-LAI7
1205,D0028-LAI8
1206,D0028-LAI9
1207,D0028-LPI1
1208,D0028-LPI2
1209,D0028-LPI3
1210,D0028-LPI4
1211,D0028-LPI5
1212,D0028-LPI6
1213,D0028-LPI7
1214,D0028-LPI8
1215,D0028-LPI9
1216,D0029-LASF1
1217,D0029-LASF2
1218,D0029-LASF3
1219,D0029-LASF4
1220,D0029-LASF5
1221,D0029-LASF6
1222,D0029-LASF7
1223,D0029-LASF9
1224,D0029-LASF10
1225,D0029-LMSF1
1226,D0029-LMSF2
1227,D0029-LMSF3
1228,D0029-LMSF4
1229,D0029-LMSF5
1230,D0029-LMSF6
1231,D0029-LMSF7
1232,D0029-LMSF8
1233,D0029-LPSF1
1234,D0029-LPSF2
1235,D0029-LPSF3
1236,D0029-LPSF4
1237,D0029-LPSF5
1238,D0029-LPSF6
1239,D0029-LPSF7
1240,D0029-LPSF8
1241,D0029-LPSF9
1242,D0029-LMMF1
1243,D0029-LMMF2
1244,D0029-LMMF3
1245,D0029-LMMF4
1246,D0029-LMMF5
1247,D0029-LMMF6
1248,D0029-LMMF7
1249,D0029-LMMF8
1250,D0029-LMMF9
1251,D0029-LPMF1
1252,D0029-LPMF2
1253,D0029-LPMF3
1254,D0029-LPMF4
1255,D0029-LPMF5
1256,D0029-LPMF6
1257,D0029-LPMF7
1258,D0029-LPMF8
1259,D0029-LPMF9
1260,D0029-LASP1
1261,D0029-LASP2
1262,D0029-LASP3
1263,D0029-LASP4
1264,D0029-LASP5
1265,D0029-LASP6
1266,D0029-LASP7
1267,D0029-LASP8
1268,D0029-LASP9
1269,D0029-LASP10
1270,D0029-LAIP1
1271,D0029-LAIP2
1272,D0029-LAIP3
1273,D0029-LAIP4
1274,D0029-LAIP5
1275,D0029-LAIP6
1276,D0029-LAIP7
1277,D0029-LAIP8
1278,D0029-LAIP9
1279,D0029-RASF1
1280,D0029-RASF2
1281,D0029-RASF3
1282,D0029-RASF4
1283,D0029-RASF5
1284,D0029-RASF6
1285,D0029-RASF7
1286,D0029-RASF8
1287,D0029-RASF9
1288,D0029-RMSF1
1289,D0029-RMSF2
1290,D0029-RMSF3
1291,D0029-RMSF4
1292,D0029-RMSF5
1293,D0029-RMSF6
1294,D0029-RMSF7
1295,D0029-RMSF8
1296,D0029-RMSF9
1297,D0029-RMSF10
1298,D0029-RPSF1
1299,D0029-RPSF2
1300,D0029-RPSF3
1301,D0029-RPSF4
1302,D0029-RPSF5
1303,D0029-RPSF6
1304,D0029-RPSF7
1305,D0029-RPSF8
1306,D0029-RMMF1
1307,D0029-RMMF2
1308,D0029-RMMF3
1309,D0029-RMMF4
1310,D0029-RMMF5
1311,D0029-RMMF6
1312,D0029-RMMF7
1313,D0029-RMMF8
1314,D0029-RMMF9
1315,D0029-RPMF1
1316,D0029-RPMF2
1317,D0029-RPMF3
1318,D0029-RPMF4
1319,D0029-RPMF5
1320,D0029-RPMF6
1321,D0029-RPMF7
1322,D0029-RPMF9
1323,D0029-RASP1
1324,D0029-RASP2
1325,D0029-RASP3
1326,D0029-RASP4
1327,D0029-RASP5
1328,D0029-RASP6
1329,D0029-RASP7
1330,D0029-RASP8
1331,D0029-RASP9
1332,D0029-RASP10
1333,D0029-RAIP1
1334,D0029-RAIP2
1335,D0029-RAIP3
1336,D0029-RAIP4
1337,D0029-RAIP5
1338,D0029-RAIP6
1339,D0029-RAIP8
1340,D0029-RAIP9
1341,D0031-LASF1
1342,D0031-LASF2
1343,D0031-LASF3
1344,D0031-LASF4
1345,D0031-LASF5
1346,D0031-LASF6
1347,D0031-LASF7
1348,D0031-LASF8
1349,D0031-LASF9
1350,D0031-LMSF1
1351,D0031-LMSF2
1352,D0031-LMSF3
1353,D0031-LMSF4
1354,D0031-LMSF5
1355,D0031-LMSF6
1356,D0031-LMSF7
1357,D0031-LMSF8
1358,D0031-LMSF9
1359,D0031-LPSF1
1360,D0031-LPSF2
1361,D0031-LPSF3
1362,D0031-LPSF4
1363,D0031-LPSF5
1364,D0031-LPSF6
1365,D0031-LPSF7
1366,D0031-LPSF8
1367,D0031-LPSF9
1368,D0031-LMMF1
1369,D0031-LMMF2
1370,D0031-LMMF3
1371,D0031-LMMF4
1372,D0031-LMMF5
1373,D0031-LMMF6
1374,D0031-LMMF7
1375,D0031-LPMF1
1376,D0031-LPMF2
1377,D0031-LPMF3
1378,D0031-LPMF4
1379,D0031-LPMF5
1380,D0031-LPMF6
1381,D0031-LPMF7
1382,D0031-LPMF8
1383,D0031-LAIF1
1384,D0031-LAIF2
1385,D0031-LAIF3
1386,D0031-LAIF4
1387,D0031-LAIF5
1388,D0031-LAIF6
1389,D0031-LAIF7
1390,D0031-LAIF8
1391,D0031-LAIF9
1392,D0031-LSP1
1393,D0031-LSP2
1394,D0031-LSP3
1395,D0031-LSP4
1396,D0031-LSP5
1397,D0031-LSP6
1398,D0031-LSP7
1399,D0031-LSP8
1400,D0031-LSP9
1401,D0031-LIP1
1402,D0031-LIP2
1403,D0031-LIP3
1404,D0031-LIP4
1405,D0031-LIP5
1406,D0031-LIP6
1407,D0031-LIP7
1408,D0031-LIP8
1409,D0031-RASF1
1410,D0031-RASF2
1411,D0031-RASF3
1412,D0031-RASF4
1413,D0031-RASF5
1414,D0031-RASF6
1415,D0031-RASF7
1416,D0031-RASF8
1417,D0031-RASF9
1418,D0031-RASF10
1419,D0031-RMSF1
1420,D0031-RMSF2
1421,D0031-RMSF3
1422,D0031-RMSF4
1423,D0031-RMSF5
1424,D0031-RMSF6
1425,D0031-RMSF7
1426,D0031-RMSF8
1427,D0031-RMSF9
1428,D0031-RPSF1
1429,D0031-RPSF2
1430,D0031-RPSF3
1431,D0031-RPSF4
1432,D0031-RPSF5
1433,D0031-RPSF6
1434,D0031-RPSF7
1435,D0031-RPSF8
1436,D0031-RPSF9
1437,D0031-RMMF1
1438,D0031-RMMF2
1439,D0031-RMMF3
1440,D0031-RMMF4
1441,D0031-RMMF5
1442,D0031-RMMF6
1443,D0031-RMMF7
1444,D0031-RMMF8
1445,D0031-RPMF1
1446,D0031-RPMF2
1447,D0031-RPMF3
1448,D0031-RPMF4
1449,D0031-RPMF5
1450,D0031-RPMF6
1451,D0031-RPMF7
1452,D0031-RPMF8
1453,D0031-RPMF9
1454,D0031-RAIF1
1455,D0031-RAIF2
1456,D0031-RAIF3
1457,D0031-RAIF4
1458,D0031-RAIF5
1459,D0031-RAIF6
1460,D0031-RAIF7
1461,D0031-RAIF8
1462,D0031-RAIF9
1463,D0031-RSP1
1464,D0031-RSP2
1465,D0031-RSP3
1466,D0031-RSP4
1467,D0031-RSP5
1468,D0031-RSP6
1469,D0031-RSP7
1470,D0031-RSP10
1471,D0031-RIP1
1472,D0031-RIP2
1473,D0031-RIP3
1474,D0031-RIP4
1475,D0031-RIP5
1476,D0031-RIP6
1477,D0031-RIP7
1478,D0031-RIP8
1479,D0053-LOF1
1480,D0053-LOF2
1481,D0053-LOF3
1482,D0053-LOF4
1483,D0053-LOF5
1484,D0053-LOF6
1485,D0053-LOF7
1486,D0053-LOF8
1487,D0053-LOF9
1488,D0053-LAIF1
1489,D0053-LAIF2
1490,D0053-LAIF3
1491,D0053-LAIF4
1492,D0053-LAIF5
1493,D0053-LAIF6
1494,D0053-LAIF7
1495,D0053-LAIF8
1496,D0053-LAIF9
1497,D0053-LAIF10
1498,D0053-LAIF11
1499,D0053-LAIF12
1500,D0053-LAIF13
1501,D0053-LAIF14
1502,D0053-LPIF1
1503,D0053-LPIF2
1504,D0053-LPIF3
1505,D0053-LPIF4
1506,D0053-LPIF5
1507,D0053-LPIF6
1508,D0053-LPIF7
1509,D0053-LPIF8
1510,D0053-LPIF9
1511,D0053-LPIF10
1512,D0053-LPIF11
1513,D0053-LPIF12
1514,D0053-LPIF13
1515,D0053-LPIF14
1516,D0053-LPIF15
1517,D0053-LPIF16
1518,D0053-LPI1
1519,D0053-LPI2
1520,D0053-LPI3
1521,D0053-LPI4
1522,D0053-LPI5
1523,D0053-LPI6
1524,D0053-LPI7
1525,D0053-LPI8
1526,D0053-LPI9
1527,D0053-LPI10
1528,D0053-LPI11
1529,D0053-LPI12
1530,D0053-LPI13
1531,D0053-LPI14
1532,D0053-LPI15
1533,D0053-LPI16
1534,D0053-ROF2
1535,D0053-ROF3
1536,D0053-ROF4
1537,D0053-ROF5
1538,D0053-ROF6
1539,D0053-ROF7
1540,D0053-ROF8
1541,D0053-ROF9
1542,D0053-ROF10
1543,D0053-ROF11
1544,D0053-ROF12
1545,D0053-ROF13
1546,D0053-ROF14
1547,D0053-RAIF1
1548,D0053-RAIF2
1549,D0053-RAIF3
1550,D0053-RAIF4
1551,D0053-RAIF5
1552,D0053-RAIF6
1553,D0053-RAIF7
1554,D0053-RAIF8
1555,D0053-RAIF9
1556,D0053-RAIF10
1557,D0053-RAIF11
1558,D0053-RAIF12
1559,D0053-RAIF13
1560,D0053-RAIF14
1561,D0053-RPIF3
1562,D0053-RPIF4
1563,D0053-RPIF5
1564,D0053-RPIF6
1565,D0053-RPIF7
1566,D0053-RPIF8
1567,D0053-RPIF9
1568,D0053-RPIF10
1569,D0053-RPIF11
1570,D0053-RPIF12
1571,D0053-RPIF13
1572,D0053-RPIF14
1573,D0053-RPIF15
1574,D0053-RPI1
1575,D0053-RPI2
1576,D0053-RPI3
1577,D0053-RPI4
1578,D0053-RPI5
1579,D0053-RPI7
1580,D0053-RPI8
1581,D0053-RPI9
1582,D0053-RPI10
1583,D0053-RPI11
1584,D0053-RPI12
1585,D0053-RPI13
1586,D0053-RPI14
1587,D0053-RPI15
1588,D0053-RPI16
1589,D0053-RPMT5
1590,D0053-RPMT6
1591,D0053-RPMT7
1592,D0053-RPMT8
1593,D0053-RPMT9
1594,D0053-RPMT10
1595,D0053-RPMT11
1596,D0053-RPMT12
1597,D0053-RPMT13
1598,D0053-RPMT14
1599,D0053-RPMT15
1600,D0053-RPMT16
1601,D0057-RAI1
1602,D0057-RAI2
1603,D0057-RAI3
1604,D0057-RAI4
1605,D0057-RAI5
1606,D0057-RAI6
1607,D0057-RAI7
1608,D0057-RAI8
1609,D0057-RAI9
1610,D0057-RAI10
1611,D0057-RAI11
1612,D0057-RAI13
1613,D0057-RAI14
1614,D0057-RAI15
1615,D0057-RPI1
1616,D0057-RPI2
1617,D0057-RPI3
1618,D0057-RPI4
1619,D0057-RPI5
1620,D0057-RPI6
1621,D0057-RPI7
1622,D0057-RPI8
1623,D0057-RPI9
1624,D0057-RPI10
1625,D0057-RPI11
1626,D0057-RPI12
1627,D0057-RPI13
1628,D0057-RPI14
1629,D0057-RPI15
1630,D0057-RPI16
1631,D0057-RAIF1
1632,D0057-RAIF2
1633,D0057-RAIF3
1634,D0057-RAIF4
1635,D0057-RAIF5
1636,D0057-RAIF6
1637,D0057-RAIF7
1638,D0057-RAIF8
1639,D0057-RAIF9
1640,D0057-RAIF10
1641,D0057-RAIF11
1642,D0057-RAIF12
1643,D0057-RAIF13
1644,D0057-RAIF14
1645,D0057-RAMF1
1646,D0057-RAMF2
1647,D0057-RAMF3
1648,D0057-RAMF4
1649,D0057-RAMF5
1650,D0057-RAMF6
1651,D0057-RAMF7
1652,D0057-RAMF8
1653,D0057-RAMF9
1654,D0057-RAMF10
1655,D0057-RAMF11
1656,D0057-RAMF12
1657,D0057-RAMF13
1658,D0057-RAMF14
1659,D0057-RMMF1
1660,D0057-RMMF2
1661,D0057-RMMF3
1662,D0057-RMMF14
1663,D0057-RMMF15
1664,D0057-RMMF16
1665,D0057-RPIP1
1666,D0057-RPIP2
1667,D0057-RPIP3
1668,D0057-RPIP4
1669,D0057-RPIP5
1670,D0057-RPIP6
1671,D0057-RPIP7
1672,D0057-RPIP8
1673,D0057-RPIP9
1674,D0057-RPIP10
1675,D0057-RPIP11
1676,D0057-RPIP12
1677,D0057-RPIP13
1678,D0057-RPIP14
1679,D0057-RAST1
1680,D0057-RAST2
1681,D0057-RAST3
1682,D0057-RAST4
1683,D0057-RAST5
1684,D0057-RAST6
1685,D0057-RAST7
1686,D0057-RAST8
1687,D0057-RMMT1
1688,D0057-RMMT2
1689,D0057-RMMT3
1690,D0057-RMMT4
1691,D0057-RMMT5
1692,D0057-RMMT6
1693,D0057-RMMT7
1694,D0057-RMMT8
1695,D0057-RMMT9
1696,D0057-RMMT10
1697,D0057-RMMT11
1698,D0057-RMMT12
1699,D0057-RPMT1
1700,D0057-RPMT2
1701,D0057-RPMT3
1702,D0057-RPMT4
1703,D0057-RPMT5
1704,D0057-RPMT6
1705,D0057-RPMT7
1706,D0057-RPMT8
1707,D0057-RPMT9
1708,D0057-RPMT10
1709,D0057-RPIT1
1710,D0057-RPIT2
1711,D0057-RPIT3
1712,D0057-RPIT5
1713,D0057-RPIT6
1714,D0057-RPIT7
1715,D0057-RPIT8
1716,D0057-RPIT9
1717,D0057-RPIT10
1718,D0057-RPIT11
1719,D0057-RPIT12
1720,D0059-LMSF1
1721,D0059-LMSF2
1722,D0059-LMSF3
1723,D0059-LMSF4
1724,D0059-LMSF5
1725,D0059-LMSF6
1726,D0059-LMSF8
1727,D0059-LMSF9
1728,D0059-LMSF10
1729,D0059-LMSF11
1730,D0059-LMSF12
1731,D0059-LMSF13
1732,D0059-LMSF14
1733,D0059-LMSF15
1734,D0059-LMSF16
1735,D0059-LMMF1
1736,D0059-LMMF2
1737,D0059-LMMF3
1738,D0059-LMMF4
1739,D0059-LMMF5
1740,D0059-LMMF6
1741,D0059-LMMF7
1742,D0059-LMMF8
1743,D0059-LMMF9
1744,D0059-LMMF10
1745,D0059-LMMF11
1746,D0059-LMMF12
1747,D0059-LPSF1
1748,D0059-LPSF2
1749,D0059-LPSF3
1750,D0059-LPSF4
1751,D0059-LPSF5
1752,D0059-LPSF6
1753,D0059-LPSF7
1754,D0059-LPSF8
1755,D0059-LPSF9
1756,D0059-LPSF10
1757,D0059-LPSF11
1758,D0059-LPSF12
1759,D0059-LPSF13
1760,D0059-LPSF14
1761,D0059-LPSF15
1762,D0059-LPSF16
1763,D0059-LMPF1
1764,D0059-LMPF2
1765,D0059-LMPF3
1766,D0059-LMPF4
1767,D0059-LMPF5
1768,D0059-LMPF6
1769,D0059-LMPF7
1770,D0059-LMPF8
1771,D0059-LMPF9
1772,D0059-LMPF10
1773,D0059-LMPF11
1774,D0059-LMPF12
1775,D0059-LMPF13
1776,D0059-LPIF6
1777,D0059-LPIF7
1778,D0059-LPIF9
1779,D0059-LASP3
1780,D0059-LASP4
1781,D0059-LASP10
1782,D0059-LASP11
1783,D0059-LASP12
1784,D0059-LASP13
1785,D0059-LASP14
1786,D0059-LASP15
1787,D0059-LASP16
1788,D0059-LAIP15
1789,D0059-LAT1
1790,D0059-LAT2
1791,D0059-LAT3
1792,D0059-LMMT2
1793,D0059-LMPT1
1794,D0059-LMPT2
1795,D0059-LMPT3
1796,D0059-LMPT10
1797,D0059-LMPT11
1798,D0059-LPT1
1799,D0059-LPT2
1800,D0059-LPT3
1801,D0059-LPT4
1802,D0059-LPT15
1803,D0059-LPT16
1804,D0060-LASF1
1805,D0060-LASF2
1806,D0060-LASF3
1807,D0060-LASF4
1808,D0060-LASF5
1809,D0060-LASF6
1810,D0060-LASF7
1811,D0060-LASF8
1812,D0060-LASF9
1813,D0060-LASF10
1814,D0060-LASF11
1815,D0060-LASF12
1816,D0060-LASF13
1817,D0060-LASF14
1818,D0060-LASF15
1819,D0060-LASF16
1820,D0060-LPIF1
1821,D0060-LPIF2
1822,D0060-LPIF3
1823,D0060-LPIF4
1824,D0060-LPIF5
1825,D0060-LPIF6
1826,D0060-LPIF11
1827,D0060-LPIF12
1828,D0060-LPIF13
1829,D0060-LPIF14
1830,D0060-LPIF15
1831,D0060-LPIF16
1832,D0060-LPIP1
1833,D0060-LPIP2
1834,D0060-LPIP3
1835,D0060-LPIP4
1836,D0060-LPIP9
1837,D0060-LPIP10
1838,D0060-LPIP11
1839,D0060-LPIP12
1840,D0060-LPIP13
1841,D0060-LPIP14
1842,D0060-LPIP15
1843,D0060-LPIP16
1844,D0060-LI1
1845,D0060-LI2
1846,D0060-LI3
1847,D0060-LI4
1848,D0060-LI5
1849,D0060-LI6
1850,D0060-LI7
1851,D0060-LI8
1852,D0060-LI9
1853,D0060-LI10
1854,D0060-LI11
1855,D0060-LI12
1856,D0060-LI13
1857,D0060-LI14
1858,D0060-LI15
1859,D0060-LI16
1860,D0060-LPST1
1861,D0060-LPST2
1862,D0060-LPST3
1863,D0060-LPST4
1864,D0060-LPST5
1865,D0060-LPST6
1866,D0060-LPST7
1867,D0060-LPST8
1868,D0060-LMMT1
1869,D0060-LMMT2
1870,D0060-LMMT3
1871,D0060-LMMT4
1872,D0060-LMMT5
1873,D0060-LMMT6
1874,D0060-LMMT7
1875,D0060-LMMT8
1876,D0060-LMMT9
1877,D0060-LMMT10
1878,D0060-LMMT11
1879,D0060-LMMT12
1880,D0060-LMMT13
1881,D0060-LMMT14
1882,D0060-LPMT1
1883,D0060-LPMT2
1884,D0060-LPMT3
1885,D0060-LPMT4
1886,D0060-LPMT5
1887,D0060-LPMT6
1888,D0060-LPMT7
1889,D0060-LPMT8
1890,D0060-LPMT9
1891,D0060-LPMT10
1892,D0060-LPMT11
1893,D0060-LPMT12
1894,D0060-LPMT13
1895,D0060-LPMT14
1896,D0060-LPIT1
1897,D0060-LPIT2
1898,D0060-LPIT3
1899,D0060-LPIT4
1900,D0060-LPIT5
1901,D0060-LPIT6
1902,D0060-LPIT7
1903,D0060-LPIT8
1904,D0060-LPIT9
1905,D0060-LPIT10
1906,D0060-LPIT11
1907,D0060-LPIT12
1908,D0060-LPIT13
1909,D0060-LPIT14
1910,D0060-RASF1
1911,D0060-RASF2
1912,D0060-RASF3
1913,D0060-RASF4
1914,D0060-RASF5
1915,D0060-RASF6
1916,D0060-RASF7
1917,D0060-RASF8
1918,D0060-RASF9
1919,D0060-RASF10
1920,D0060-RASF11
1921,D0060-RASF12
1922,D0060-RASF13
1923,D0060-RASF14
1924,D0060-RPIF1
1925,D0060-RPIF2
1926,D0060-RPIF3
1927,D0060-RPIF4
1928,D0060-RPIF9
1929,D0060-RPIF10
1930,D0060-RPIF11
1931,D0060-RPIF12
1932,D0060-RPIF14
1933,D0060-RPIF15
1934,D0060-RPIF16
1935,D0060-RPIP1
1936,D0060-RPIP2
1937,D0060-RPIP3
1938,D0060-RPIP4
1939,D0060-RPIP9
1940,D0060-RPIP10
1941,D0060-RPIP11
1942,D0060-RPIP12
1943,D0060-RPIP13
1944,D0060-RPIP14
1945,D0060-RPIP15
1946,D0060-RPIP16
1947,D0060-RI1
1948,D0060-RI2
1949,D0060-RI3
1950,D0060-RI4
1951,D0060-RI5
1952,D0060-RI6
1953,D0060-RI7
1954,D0060-RI8
1955,D0060-RI9
1956,D0060-RI10
1957,D0060-RI11
1958,D0060-RI12
1959,D0060-RI13
1960,D0060-RI14
1961,D0060-RI15
1962,D0060-RI16
1963,D0060-RPST1
1964,D0060-RPST2
1965,D0060-RPST3
1966,D0060-RPST4
1967,D0060-RPST5
1968,D0060-RPST6
1969,D0060-RPST7
1970,D0060-RPST8
1971,D0060-RPST9
1972,D0060-RPST10
1973,D0060-RMMT1
1974,D0060-RMMT2
1975,D0060-RMMT3
1976,D0060-RMMT4
1977,D0060-RMMT5
1978,D0060-RMMT6
1979,D0060-RMMT7
1980,D0060-RMMT8
1981,D0060-RMMT9
1982,D0060-RMMT10
1983,D0060-RMMT11
1984,D0060-RMMT12
1985,D0060-RMMT13
1986,D0060-RMMT14
1987,D0060-RPMT1
1988,D0060-RPMT2
1989,D0060-RPMT3
1990,D0060-RPMT4
1991,D0060-RPMT5
1992,D0060-RPMT6
1993,D0060-RPMT7
1994,D0060-RPMT8
1995,D0060-RPMT9
1996,D0060-RPMT10
1997,D0060-RPMT11
1998,D0060-RPMT12
1999,D0060-RPMT13
2000,D0060-RPMT14
2001,D0060-RPIT1
2002,D0060-RPIT2
2003,D0060-RPIT3
2004,D0060-RPIT4
2005,D0060-RPIT5
2006,D0060-RPIT6
2007,D0060-RPIT7
2008,D0060-RPIT8
2009,D0060-RPIT9
2010,D0060-RPIT10
2011,D0060-RPIT11
2012,D0060-RPIT12
2013,D0061-LAMF1
2014,D0061-LAMF2
2015,D0061-LAMF3
2016,D0061-LAMF4
2017,D0061-LAMF5
2018,D0061-LAMF6
2019,D0061-LAMF7
2020,D0061-LAMF8
2021,D0061-LAMF9
2022,D0061-LAMF10
2023,D0061-LAMF11
2024,D0061-LAMF12
2025,D0061-LMMF1
2026,D0061-LMMF2
2027,D0061-LMMF3
2028,D0061-LMMF4
2029,D0061-LMMF5
2030,D0061-LMMF6
2031,D0061-LMMF7
2032,D0061-LMMF8
2033,D0061-LMMF9
2034,D0061-LMMF10
2035,D0061-LMMF11
2036,D0061-LMMF12
2037,D0061-LMMF13
2038,D0061-LMMF14
2039,D0061-LPMF1
2040,D0061-LPMF2
2041,D0061-LPMF3
2042,D0061-LPMF4
2043,D0061-LPMF5
2044,D0061-LPMF6
2045,D0061-LPMF7
2046,D0061-LPMF8
2047,D0061-LPMF9
2048,D0061-LPMF10
2049,D0061-LPMF11
2050,D0061-LPMF12
2051,D0061-LPMF13
2052,D0061-LPMF14
2053,D0061-LPMF15
2054,D0061-LPMF16
2055,D0061-LAIF1
2056,D0061-LAIF2
2057,D0061-LAIF3
2058,D0061-LAIF4
2059,D0061-LAIF5
2060,D0061-LAIF6
2061,D0061-LAIF7
2062,D0061-LAIF8
2063,D0061-LAIF9
2064,D0061-LAIF10
2065,D0061-LAIF11
2066,D0061-LAIF12
2067,D0061-LAIF13
2068,D0061-LAIF14
2069,D0061-LAIF15
2070,D0061-LAIF16
2071,D0061-LPIF1
2072,D0061-LPIF2
2073,D0061-LPIF3
2074,D0061-LPIF4
2075,D0061-LPIF5
2076,D0061-LPIF6
2077,D0061-LPIF7
2078,D0061-LPIF8
2079,D0061-LPIF9
2080,D0061-LPIF10
2081,D0061-LPIF11
2082,D0061-LPIF12
2083,D0061-LPIF13
2084,D0061-LPIF14
2085,D0061-LPIF15
2086,D0061-LPIF16
2087,D0061-LAIP1
2088,D0061-LAIP2
2089,D0061-LAIP3
2090,D0061-LAIP4
2091,D0061-LAIP5
2092,D0061-LAIP6
2093,D0061-LAIP7
2094,D0061-LAIP8
2095,D0061-LAIP9
2096,D0061-LAIP10
2097,D0061-LAIP11
2098,D0061-LAIP12
2099,D0061-LAIP13
2100,D0061-LAIP14
2101,D0061-LAIP15
2102,D0061-LAIP16
2103,D0061-LOF1
2104,D0061-LOF2
2105,D0061-LOF3
2106,D0061-LOF4
2107,D0061-LOF5
2108,D0061-LOF6
2109,D0061-LOF7
2110,D0061-LOF8
2111,D0061-LOF9
2112,D0061-LOF10
2113,D0061-LOF11
2114,D0061-LOF12
2115,D0061-LOF13
2116,D0061-LOF14
2117,D0061-LOF15
2118,D0061-LOF16
2119,D0061-LAI1
2120,D0061-LAI2
2121,D0061-LAI3
2122,D0061-LAI4
2123,D0061-LAI5
2124,D0061-LAI6
2125,D0061-LAI7
2126,D0061-LAI8
2127,D0061-LAI9
2128,D0061-LAI10
2129,D0061-LAI11
2130,D0061-LAI12
2131,D0061-LAI13
2132,D0061-LAI14
2133,D0061-LAI15
2134,D0061-LAI16
2135,D0061-LPI1
2136,D0061-LPI2
2137,D0061-LPI3
2138,D0061-LPI4
2139,D0061-LPI5
2140,D0061-LPI6
2141,D0061-LPI8
2142,D0061-LPI9
2143,D0061-LPI10
2144,D0061-LPI11
2145,D0061-LPI12
2146,D0061-LPI13
2147,D0061-LPI14
2148,D0061-LPI15
2149,D0061-LPI16
2150,D0061-LPST1
2151,D0061-LPST2
2152,D0061-LPST3
2153,D0061-LPST4
2154,D0061-LPST5
2155,D0061-LPST6
2156,D0061-LPST7
2157,D0061-LPST8
2158,D0061-LPIT1
2159,D0061-LPIT2
2160,D0061-LPIT3
2161,D0061-LPIT4
2162,D0061-LPIT5
2163,D0061-LPIT6
2164,D0061-LPIT7
2165,D0061-LPIT8
2166,D0061-LPIT9
2167,D0061-LPIT10
2168,D0061-LPIT11
2169,D0061-LPIT12
2170,D0061-RPMF1
2171,D0061-RPMF2
2172,D0061-RPMF3
2173,D0061-RPMF4
2174,D0061-RPMF7
2175,D0061-RPMF8
2176,D0061-RPMF9
2177,D0061-RPMF10
2178,D0061-RPMF11
2179,D0061-RPMF12
2180,D0061-RPMF13
2181,D0061-RPMF14
2182,D0061-RPMF15
2183,D0061-RPMF16
2184,D0061-ROF1
2185,D0061-ROF2
2186,D0061-ROF3
2187,D0061-ROF4
2188,D0061-ROF5
2189,D0061-ROF6
2190,D0061-ROF7
2191,D0061-ROF8
2192,D0061-ROF9
2193,D0061-ROF10
2194,D0061-ROF11
2195,D0061-ROF12
2196,D0061-ROF13
2197,D0061-ROF14
2198,D0061-ROF15
2199,D0061-ROF16
2200,D0061-RMST1
2201,D0061-RMST2
2202,D0061-RMST3
2203,D0061-RMST4
2204,D0061-RMST5
2205,D0061-RMST6
2206,D0061-RMST7
2207,D0061-RMST8
2208,D0061-RMST9
2209,D0061-RMST10
2210,D0061-RMST11
2211,D0061-RMST12
2212,D0061-RMST13
2213,D0061-RMST14
2214,D0063-LOF1
2215,D0063-LOF2
2216,D0063-LOF3
2217,D0063-LOF4
2218,D0063-LOF5
2219,D0063-LOF6
2220,D0063-LOF7
2221,D0063-LOF8
2222,D0063-LOF9
2223,D0063-LOF10
2224,D0063-LOF11
2225,D0063-LOF12
2226,D0063-LOF13
2227,D0063-LOF14
2228,D0063-LOF15
2229,D0063-LOF16
2230,D0063-LASF1
2231,D0063-LASF2
2232,D0063-LASF3
2233,D0063-LASF4
2234,D0063-LASF5
2235,D0063-LASF6
2236,D0063-LASF7
2237,D0063-LASF8
2238,D0063-LASF9
2239,D0063-LASF10
2240,D0063-LASF11
2241,D0063-LASF12
2242,D0063-LASF13
2243,D0063-LASF14
2244,D0063-LASF15
2245,D0063-LASF16
2246,D0063-LMSF1
2247,D0063-LMSF2
2248,D0063-LMSF3
2249,D0063-LMSF4
2250,D0063-LMSF5
2251,D0063-LMSF6
2252,D0063-LMSF7
2253,D0063-LMSF8
2254,D0063-LMSF9
2255,D0063-LMSF10
2256,D0063-LMSF11
2257,D0063-LMSF12
2258,D0063-LPSF1
2259,D0063-LPSF2
2260,D0063-LPSF3
2261,D0063-LPSF4
2262,D0063-LPSF5
2263,D0063-LPSF6
2264,D0063-LPSF7
2265,D0063-LPSF8
2266,D0063-LPSF9
2267,D0063-LPSF10
2268,D0063-LPSF11
2269,D0063-LPSF12
2270,D0063-LMMT1
2271,D0063-LMMT2
2272,D0063-LMMT3
2273,D0063-LMMT4
2274,D0063-LMMT5
2275,D0063-LMMT9
2276,D0063-LMMT10
2277,D0063-LMMT11
2278,D0063-LMMT12
2279,D0063-LMMT13
2280,D0063-LMMT14
2281,D0063-ROF1
2282,D0063-ROF2
2283,D0063-ROF3
2284,D0063-ROF4
2285,D0063-ROF5
2286,D0063-ROF6
2287,D0063-ROF7
2288,D0063-ROF9
2289,D0063-ROF10
2290,D0063-ROF12
2291,D0063-ROF13
2292,D0063-ROF14
2293,D0063-ROF15
2294,D0063-ROF16
2295,D0063-RAI1
2296,D0063-RAI2
2297,D0063-RAI3
2298,D0063-RAI4
2299,D0063-RAI5
2300,D0063-RAI6
2301,D0063-RAI7
2302,D0063-RAI8
2303,D0063-RAI9
2304,D0063-RAI10
2305,D0063-RAI11
2306,D0063-RAI14
2307,D0063-RAI15
2308,D0063-RAI16
2309,D0063-RASF1
2310,D0063-RASF2
2311,D0063-RASF3
